Pos	-	t	n	a	k	g	c	y	r	s	w	m	d	v	b	u	h
370	25	20	51	7	2	94023	0	0	1	1	0	0	0	0	0	0	0
371	25	1	49	0	0	94055	0	0	0	0	0	0	0	0	0	0	0
372	24	0	44	94062	0	0	0	0	0	0	0	0	0	0	0	0	0
373	24	3	43	5	2	94053	0	0	0	0	0	0	0	0	0	0	0
374	23	0	42	32	0	94033	0	0	0	0	0	0	0	0	0	0	0
375	23	0	44	94061	0	1	0	0	0	0	0	1	0	0	0	0	0
376	23	79	40	3	0	93984	1	0	0	0	0	0	0	0	0	0	0
377	23	8	41	0	1	94057	0	0	0	0	0	0	0	0	0	0	0
378	23	94065	39	0	0	0	2	1	0	0	0	0	0	0	0	0	0
379	23	2	43	405	0	0	93656	1	0	0	0	0	0	0	0	0	0
380	23	94067	37	1	2	0	0	0	0	0	0	0	0	0	0	0	0
381	20	94070	36	0	0	0	4	0	0	0	0	0	0	0	0	0	0
382	19	0	36	94073	0	1	1	0	0	0	0	0	0	0	0	0	0
383	19	94062	37	0	0	3	8	1	0	0	0	0	0	0	0	0	0
384	19	1	34	0	0	0	94073	3	0	0	0	0	0	0	0	0	0
385	19	3	40	94058	0	9	1	0	0	0	0	0	0	0	0	0	0
386	19	0	49	2	2	94057	0	0	1	0	0	0	0	0	0	0	0
387	18	0	50	94062	0	0	0	0	0	0	0	0	0	0	0	0	0
388	18	1	50	4	0	94057	0	0	0	0	0	0	0	0	0	0	0
389	18	0	48	0	0	94064	0	0	0	0	0	0	0	0	0	0	0
390	18	0	47	0	0	0	94065	0	0	0	0	0	0	0	0	0	0
391	18	1	50	94060	0	1	0	0	0	0	0	0	0	0	0	0	0
392	18	31	43	0	0	0	94038	0	0	0	0	0	0	0	0	0	0
393	18	2	43	13	1	94051	0	0	2	0	0	0	0	0	0	0	0
394	18	94065	44	0	0	0	2	1	0	0	0	0	0	0	0	0	0
395	18	0	42	0	0	0	94069	1	0	0	0	0	0	0	0	0	0
396	18	0	43	94069	0	0	0	0	0	0	0	0	0	0	0	0	0
397	18	0	43	94069	0	0	0	0	0	0	0	0	0	0	0	0	0
398	17	36	45	0	0	0	94023	9	0	0	0	0	0	0	0	0	0
399	17	0	37	94075	0	1	0	0	0	0	0	0	0	0	0	0	0
400	14	94075	37	0	0	0	4	0	0	0	0	0	0	0	0	0	0
401	14	17	36	0	0	0	94060	3	0	0	0	0	0	0	0	0	0
402	14	94078	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	14	94069	39	1	0	0	7	0	0	0	0	0	0	0	0	0	0
404	14	0	41	94074	0	0	0	0	0	0	1	0	0	0	0	0	0
405	14	0	42	94073	0	0	0	0	1	0	0	0	0	0	0	0	0
406	14	0	41	94072	0	3	0	0	0	0	0	0	0	0	0	0	0
407	14	0	40	1	0	94074	0	0	1	0	0	0	0	0	0	0	0
408	14	0	45	94052	0	18	0	0	0	0	1	0	0	0	0	0	0
409	14	94070	40	0	0	0	6	0	0	0	0	0	0	0	0	0	0
410	14	14	42	0	1	94059	0	0	0	0	0	0	0	0	0	0	0
411	14	0	56	3	0	94044	0	0	13	0	0	0	0	0	0	0	0
412	14	2	53	0	0	0	94058	3	0	0	0	0	0	0	0	0	0
413	14	0	58	94056	0	0	0	0	1	0	1	0	0	0	0	0	0
414	14	1	55	0	0	0	94056	3	0	0	0	1	0	0	0	0	0
415	14	94060	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	14	94057	57	0	1	0	0	1	0	0	0	0	0	0	0	0	0
417	14	0	55	0	0	94061	0	0	0	0	0	0	0	0	0	0	0
418	14	94059	55	0	0	0	0	1	0	0	1	0	0	0	0	0	0
419	14	3	55	14	1	94042	0	0	1	0	0	0	0	0	0	0	0
420	14	0	52	0	0	94064	0	0	0	0	0	0	0	0	0	0	0
421	14	4	52	1	0	0	94056	1	0	0	0	2	0	0	0	0	0
422	14	94062	53	0	0	0	1	0	0	0	0	0	0	0	0	0	0
423	19	94058	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0
424	19	1	55	94052	0	0	0	0	2	0	0	1	0	0	0	0	0
425	19	0	54	2	0	94053	1	0	1	0	0	0	0	0	0	0	0
426	14	94061	51	0	1	0	1	1	0	0	1	0	0	0	0	0	0
427	14	1	53	94056	0	2	0	0	3	0	0	1	0	0	0	0	0
428	14	0	55	4	3	94050	0	0	1	3	0	0	0	0	0	0	0
429	14	0	54	94062	0	0	0	0	0	0	0	0	0	0	0	0	0
430	14	0	50	94061	0	1	0	0	4	0	0	0	0	0	0	0	0
431	14	3	48	37	2	94026	0	0	0	0	0	0	0	0	0	0	0
432	14	94063	50	0	0	0	2	1	0	0	0	0	0	0	0	0	0
433	14	94052	49	3	0	0	10	1	0	0	1	0	0	0	0	0	0
434	14	0	56	1	0	94057	0	0	2	0	0	0	0	0	0	0	0
435	14	0	65	93903	0	146	0	0	2	0	0	0	0	0	0	0	0
436	14	0	51	94063	0	0	2	0	0	0	0	0	0	0	0	0	0
437	14	0	51	94063	0	0	0	0	2	0	0	0	0	0	0	0	0
438	14	0	51	94063	0	1	0	0	1	0	0	0	0	0	0	0	0
439	14	0	53	94059	0	1	0	0	2	0	0	1	0	0	0	0	0
440	14	1	50	2	0	94062	0	0	1	0	0	0	0	0	0	0	0
441	14	0	50	4	1	94059	0	0	2	0	0	0	0	0	0	0	0
442	14	16	52	0	0	0	94047	1	0	0	0	0	0	0	0	0	0
443	14	2	52	12	1	94046	3	0	0	0	0	0	0	0	0	0	0
444	14	94045	61	0	0	2	6	2	0	0	0	0	0	0	0	0	0
445	14	92348	56	0	0	0	1703	8	0	0	1	0	0	0	0	0	0
446	14	94061	53	0	0	0	2	0	0	0	0	0	0	0	0	0	0
447	14	94061	54	0	0	1	0	0	0	0	0	0	0	0	0	0	0
448	14	0	51	0	5	94060	0	0	0	0	0	0	0	0	0	0	0
449	14	4	51	0	0	0	94059	1	0	0	0	1	0	0	0	0	0
450	13	4	50	2	0	0	94060	1	0	0	0	0	0	0	0	0	0
451	13	94062	53	0	0	0	0	1	0	0	1	0	0	0	0	0	0
452	13	0	49	0	0	0	94067	0	0	0	0	1	0	0	0	0	0
453	13	1	49	94062	0	3	0	0	1	0	1	0	0	0	0	0	0
454	13	0	48	94065	0	2	1	0	0	0	0	1	0	0	0	0	0
455	13	1	50	0	0	0	94064	1	0	0	0	1	0	0	0	0	0
456	13	94067	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0
457	13	94066	47	1	1	0	1	1	0	0	0	0	0	0	0	0	0
458	13	0	47	0	0	94067	1	0	2	0	0	0	0	0	0	0	0
459	13	1	47	94066	0	0	1	0	2	0	0	0	0	0	0	0	0
460	13	0	47	94068	0	1	0	0	0	0	1	0	0	0	0	0	0
461	13	0	45	0	0	0	94070	2	0	0	0	0	0	0	0	0	0
462	13	0	50	94065	0	1	0	0	1	0	0	0	0	0	0	0	0
463	11	2	45	6	0	94065	0	0	1	0	0	0	0	0	0	0	0
464	11	0	45	0	0	0	94072	1	0	1	0	0	0	0	0	0	0
465	11	0	44	0	0	0	94071	2	0	0	0	2	0	0	0	0	0
466	11	8	44	1	0	0	94063	2	0	0	0	1	0	0	0	0	0
467	11	94072	45	0	0	0	1	1	0	0	0	0	0	0	0	0	0
468	11	0	47	94072	0	0	0	0	0	0	0	0	0	0	0	0	0
469	11	94060	46	1	0	0	9	2	0	0	1	0	0	0	0	0	0
470	11	0	46	0	0	94072	0	0	1	0	0	0	0	0	0	0	0
471	11	94072	45	0	0	0	0	0	0	0	2	0	0	0	0	0	0
472	11	6	46	0	0	94065	1	0	1	0	0	0	0	0	0	0	0
473	11	94071	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0
474	11	94066	51	0	0	0	0	1	0	0	1	0	0	0	0	0	0
475	11	28	50	0	0	0	94038	2	0	0	0	1	0	0	0	0	0
476	11	0	44	94056	0	18	0	0	1	0	0	0	0	0	0	0	0
477	11	94073	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0
478	11	43	43	1	0	0	94030	1	0	0	0	1	0	0	0	0	0
479	11	0	43	94073	0	2	0	0	1	0	0	0	0	0	0	0	0
480	11	0	44	94073	0	0	0	0	2	0	0	0	0	0	0	0	0
481	11	0	43	94075	0	1	0	0	0	0	0	0	0	0	0	0	0
482	11	25	95	0	0	0	93980	19	0	0	0	0	0	0	0	0	0
483	11	0	46	1	0	94071	0	0	0	1	0	0	0	0	0	0	0
484	11	94065	49	0	0	0	4	1	0	0	0	0	0	0	0	0	0
485	11	94072	46	0	0	1	0	0	0	0	0	0	0	0	0	0	0
486	11	5	46	0	0	3	94062	2	0	0	0	1	0	0	0	0	0
487	11	11	48	28	3	94029	0	0	0	0	0	0	0	0	0	0	0
488	11	0	46	5	1	94067	0	0	0	0	0	0	0	0	0	0	0
489	11	0	49	94021	0	48	0	0	0	0	0	1	0	0	0	0	0
490	11	93568	47	486	0	0	16	0	0	0	2	0	0	0	0	0	0
491	11	1	47	12	0	94057	0	0	1	1	0	0	0	0	0	0	0
492	11	2	46	0	0	0	94070	1	0	0	0	0	0	0	0	0	0
493	11	94069	46	0	0	2	2	0	0	0	0	0	0	0	0	0	0
494	11	0	47	0	0	0	94070	0	0	0	0	2	0	0	0	0	0
495	11	0	46	3	0	94070	0	0	0	0	0	0	0	0	0	0	0
496	10	0	43	94074	0	2	0	0	1	0	0	0	0	0	0	0	0
497	10	0	42	94076	0	2	0	0	0	0	0	0	0	0	0	0	0
498	10	4	43	0	0	0	94072	1	0	0	0	0	0	0	0	0	0
499	10	94075	43	0	0	0	2	0	0	0	0	0	0	0	0	0	0
500	10	0	43	0	0	94077	0	0	0	0	0	0	0	0	0	0	0
501	10	6	43	0	0	0	94069	2	0	0	0	0	0	0	0	0	0
502	10	0	45	94074	0	0	0	0	1	0	0	0	0	0	0	0	0
503	10	3	46	0	0	0	94071	0	0	0	0	0	0	0	0	0	0
504	10	4	47	1	0	0	94066	1	0	0	0	1	0	0	0	0	0
505	15	93981	48	0	0	1	84	1	0	0	0	0	0	0	0	0	0
506	15	45	48	0	0	0	94020	2	0	0	0	0	0	0	0	0	0
507	16	0	50	94062	0	2	0	0	0	0	0	0	0	0	0	0	0
508	23	94041	56	8	0	0	2	0	0	0	0	0	0	0	0	0	0
509	23	0	57	10	0	94039	0	0	1	0	0	0	0	0	0	0	0
510	68	0	73	2	1	93986	0	0	0	0	0	0	0	0	0	0	0
511	64	93959	79	0	0	0	28	0	0	0	0	0	0	0	0	0	0
512	64	11	75	0	0	0	93975	5	0	0	0	0	0	0	0	0	0
513	65	1	77	93977	0	8	0	0	2	0	0	0	0	0	0	0	0
514	93	93648	82	0	0	1	305	1	0	0	0	0	0	0	0	0	0
515	141	0	86	5	0	93896	1	0	1	0	0	0	0	0	0	0	0
516	164	93866	98	0	0	1	0	1	0	0	0	0	0	0	0	0	0
517	144	93884	98	1	0	0	2	1	0	0	0	0	0	0	0	0	0
518	198	0	136	93790	0	3	0	0	0	0	2	1	0	0	0	0	0
519	135	93861	130	0	1	0	1	2	0	0	0	0	0	0	0	0	0
520	134	12	135	8	2	93839	0	0	0	0	0	0	0	0	0	0	0
521	40	17	76	1	4	93991	0	0	1	0	0	0	0	0	0	0	0
522	40	94010	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	26	94038	62	2	0	0	1	1	0	0	0	0	0	0	0	0	0
524	18	0	50	1	0	94059	0	0	2	0	0	0	0	0	0	0	0
525	11	0	51	94067	0	1	0	0	0	0	0	0	0	0	0	0	0
526	11	32	48	2	6	94029	0	0	1	1	0	0	0	0	0	0	0
527	11	62	50	0	0	0	94004	2	0	0	0	1	0	0	0	0	0
528	11	94069	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	11	14	50	2	3	94049	0	0	1	0	0	0	0	0	0	0	0
530	11	0	51	2	0	94066	0	0	0	0	0	0	0	0	0	0	0
531	11	94067	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0
532	11	12	49	94053	0	4	0	0	1	0	0	0	0	0	0	0	0
533	10	1	48	2	0	94068	0	0	0	1	0	0	0	0	0	0	0
534	10	23	47	0	0	0	94049	1	0	0	0	0	0	0	0	0	0
535	10	0	46	94070	0	2	0	0	1	0	1	0	0	0	0	0	0
536	10	0	47	0	0	94073	0	0	0	0	0	0	0	0	0	0	0
537	8	0	45	94076	0	0	0	0	0	0	1	0	0	0	0	0	0
538	8	0	46	94026	0	32	0	0	2	0	16	0	0	0	0	0	0
539	8	62	45	0	0	0	94005	2	0	0	0	8	0	0	0	0	0
540	8	94075	44	1	0	0	0	1	0	0	1	0	0	0	0	0	0
541	8	53	43	0	0	0	94025	0	0	0	0	1	0	0	0	0	0
542	8	0	45	6	0	94070	0	0	1	0	0	0	0	0	0	0	0
543	8	0	42	94074	0	2	2	0	0	0	1	1	0	0	0	0	0
544	8	2	44	94063	0	8	0	0	3	0	2	0	0	0	0	0	0
545	7	4	44	1	0	94073	0	0	1	0	0	0	0	0	0	0	0
546	7	0	43	0	0	94080	0	0	0	0	0	0	0	0	0	0	0
547	7	4	42	0	0	0	94077	0	0	0	0	0	0	0	0	0	0
548	7	0	40	94081	0	1	0	0	1	0	0	0	0	0	0	0	0
549	7	94080	40	0	0	0	1	2	0	0	0	0	0	0	0	0	0
550	7	94081	40	0	0	0	2	0	0	0	0	0	0	0	0	0	0
551	7	0	40	0	0	0	94082	0	0	0	0	1	0	0	0	0	0
552	7	0	41	94080	0	0	0	0	1	0	0	1	0	0	0	0	0
553	7	3	40	0	16	94063	1	0	0	0	0	0	0	0	0	0	0
554	7	94084	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0
555	7	0	38	94084	0	0	0	0	1	0	0	0	0	0	0	0	0
556	7	16	38	0	0	0	94063	6	0	0	0	0	0	0	0	0	0
557	7	2	41	0	0	94080	0	0	0	0	0	0	0	0	0	0	0
558	7	5	41	0	93	93983	0	0	1	0	0	0	0	0	0	0	0
559	7	94075	45	0	0	0	2	0	0	0	1	0	0	0	0	0	0
560	7	9	38	0	0	0	94075	1	0	0	0	0	0	0	0	0	0
561	7	0	37	1	0	94083	0	0	2	0	0	0	0	0	0	0	0
562	7	94083	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0
563	7	4	40	94075	0	0	0	0	3	0	1	0	0	0	0	0	0
564	7	0	40	1	1	94081	0	0	0	0	0	0	0	0	0	0	0
565	7	94080	41	0	1	0	1	0	0	0	0	0	0	0	0	0	0
566	7	0	38	0	1	94084	0	0	0	0	0	0	0	0	0	0	0
567	7	0	38	0	0	94085	0	0	0	0	0	0	0	0	0	0	0
568	7	94056	40	3	1	0	21	2	0	0	0	0	0	0	0	0	0
569	7	0	40	27	0	94055	0	0	1	0	0	0	0	0	0	0	0
570	7	0	42	94079	0	1	0	0	1	0	0	0	0	0	0	0	0
571	7	0	43	41	1	94037	0	0	1	0	0	0	0	0	0	0	0
572	7	0	54	94068	0	0	0	0	1	0	0	0	0	0	0	0	0
573	7	1	51	0	0	0	94068	2	0	0	0	1	0	0	0	0	0
574	7	0	51	94067	0	4	0	0	0	0	1	0	0	0	0	0	0
575	7	3	51	0	0	0	94067	0	0	0	0	2	0	0	0	0	0
576	7	94064	55	0	0	0	1	3	0	0	0	0	0	0	0	0	0
577	6	94064	54	1	0	0	1	3	0	0	1	0	0	0	0	0	0
578	6	0	52	11	1	94060	0	0	0	0	0	0	0	0	0	0	0
579	5	1	52	0	0	94072	0	0	0	0	0	0	0	0	0	0	0
580	5	94068	53	2	2	0	0	0	0	0	0	0	0	0	0	0	0
581	5	0	53	1	1	94070	0	0	0	0	0	0	0	0	0	0	0
582	5	94063	54	0	1	0	6	1	0	0	0	0	0	0	0	0	0
583	5	77	55	0	0	0	93989	2	0	0	0	2	0	0	0	0	0
584	5	58	53	0	0	0	94009	5	0	0	0	0	0	0	0	0	0
585	5	94073	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	5	94050	54	3	0	0	11	1	0	0	6	0	0	0	0	0	0
587	5	0	54	0	0	94069	0	0	1	1	0	0	0	0	0	0	0
588	5	94071	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589	5	14	57	3	0	0	94050	1	0	0	0	0	0	0	0	0	0
590	5	0	53	0	0	0	94070	2	0	0	0	0	0	0	0	0	0
591	5	0	54	1	0	0	94068	1	0	0	0	1	0	0	0	0	0
592	5	94062	56	0	1	0	5	1	0	0	0	0	0	0	0	0	0
593	5	43	56	0	0	0	94022	3	0	1	0	0	0	0	0	0	0
594	5	0	55	94068	0	0	0	0	2	0	0	0	0	0	0	0	0
595	5	94048	58	2	1	1	14	0	0	0	1	0	0	0	0	0	0
596	5	5	55	1	2	94061	0	0	0	1	0	0	0	0	0	0	0
597	5	94069	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0
598	5	22	52	3	2	94046	0	0	0	0	0	0	0	0	0	0	0
599	5	4	48	23	0	94048	0	0	2	0	0	0	0	0	0	0	0
600	5	2	47	7	0	94068	0	0	1	0	0	0	0	0	0	0	0
601	5	34	48	0	0	0	94040	3	0	0	0	0	0	0	0	0	0
602	5	0	47	3	0	94070	0	0	4	1	0	0	0	0	0	0	0
603	5	0	46	94076	0	0	1	0	2	0	0	0	0	0	0	0	0
604	5	0	46	94077	0	0	0	0	2	0	0	0	0	0	0	0	0
605	5	1	46	94070	0	3	0	0	3	0	1	1	0	0	0	0	0
606	5	94057	46	0	1	2	17	2	0	0	0	0	0	0	0	0	0
607	5	0	43	94079	0	1	0	0	2	0	0	0	0	0	0	0	0
608	5	1	43	0	0	0	94079	1	0	0	0	1	0	0	0	0	0
609	5	1	43	0	0	0	94079	1	0	0	0	1	0	0	0	0	0
610	5	2	44	94069	0	5	1	0	2	0	0	2	0	0	0	0	0
611	5	0	43	6	0	94076	0	0	0	0	0	0	0	0	0	0	0
612	5	94077	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0
613	5	4	44	6	1	94070	0	0	0	0	0	0	0	0	0	0	0
614	5	3	45	6	1	94068	0	0	1	1	0	0	0	0	0	0	0
615	5	0	47	3	0	0	94072	1	0	0	0	2	0	0	0	0	0
616	5	94075	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0
617	5	94072	48	0	1	0	2	2	0	0	0	0	0	0	0	0	0
618	5	0	47	94053	0	23	0	0	2	0	0	0	0	0	0	0	0
619	5	76	46	0	0	0	94001	1	0	1	0	0	0	0	0	0	0
620	5	6	48	0	0	0	94068	3	0	0	0	0	0	0	0	0	0
621	5	1	49	4	1	94069	0	0	1	0	0	0	0	0	0	0	0
622	5	16	51	0	0	0	94054	1	0	0	0	3	0	0	0	0	0
623	5	0	49	94075	0	1	0	0	0	0	0	0	0	0	0	0	0
624	5	0	48	94074	0	0	0	0	3	0	0	0	0	0	0	0	0
625	5	207	48	6	6	93855	0	0	3	0	0	0	0	0	0	0	0
626	5	7	48	7	1	94060	0	0	2	0	0	0	0	0	0	0	0
627	5	94071	51	1	1	0	0	1	0	0	0	0	0	0	0	0	0
628	5	94072	51	0	0	0	0	1	0	0	1	0	0	0	0	0	0
629	5	10	52	1	0	0	94062	0	0	0	0	0	0	0	0	0	0
630	5	94073	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
631	4	94074	50	0	0	0	1	1	0	0	0	0	0	0	0	0	0
632	4	5	51	0	0	0	94070	0	0	0	0	0	0	0	0	0	0
633	4	94072	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0
634	4	94068	55	0	0	0	1	1	0	0	1	0	0	0	0	0	0
635	4	51	58	0	0	0	93927	88	0	0	0	2	0	0	0	0	0
636	4	0	52	0	1	94072	0	0	0	1	0	0	0	0	0	0	0
637	4	94068	54	0	1	0	1	2	0	0	0	0	0	0	0	0	0
638	4	0	53	94073	0	0	0	0	0	0	0	0	0	0	0	0	0
639	4	0	52	94072	0	0	0	0	2	0	0	0	0	0	0	0	0
640	4	0	51	4	0	94071	0	0	0	0	0	0	0	0	0	0	0
641	4	0	51	94074	0	0	0	0	0	0	1	0	0	0	0	0	0
642	4	0	42	94041	0	13	0	0	2	0	5	23	0	0	0	0	0
643	4	22	34	0	0	0	94067	3	0	0	0	0	0	0	0	0	0
644	4	0	36	0	0	94090	0	0	0	0	0	0	0	0	0	0	0
645	4	0	33	1	0	94092	0	0	0	0	0	0	0	0	0	0	0
646	4	94091	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647	4	0	34	94089	0	2	0	0	0	0	0	1	0	0	0	0	0
648	4	0	32	94092	0	0	0	0	2	0	0	0	0	0	0	0	0
649	3	94107	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	2	0	18	94110	0	0	0	0	0	0	0	0	0	0	0	0	0
651	1	0	18	94109	0	0	0	0	2	0	0	0	0	0	0	0	0
652	1	9	16	94101	0	3	0	0	0	0	0	0	0	0	0	0	0
653	1	0	19	0	0	94109	0	0	1	0	0	0	0	0	0	0	0
654	1	0	17	1	0	94111	0	0	0	0	0	0	0	0	0	0	0
655	1	0	19	94107	0	2	0	0	1	0	0	0	0	0	0	0	0
656	1	0	19	2	0	94107	0	0	0	1	0	0	0	0	0	0	0
657	1	6	19	0	0	0	94101	3	0	0	0	0	0	0	0	0	0
658	1	94065	23	0	0	0	35	5	0	0	1	0	0	0	0	0	0
659	1	0	20	2	0	94106	0	0	0	1	0	0	0	0	0	0	0
660	1	0	21	1	74	94032	0	0	0	1	0	0	0	0	0	0	0
661	1	94107	19	0	0	0	3	0	0	0	0	0	0	0	0	0	0
662	1	7	20	1	2	94098	0	0	0	1	0	0	0	0	0	0	0
663	1	0	20	0	61	94048	0	0	0	0	0	0	0	0	0	0	0
664	1	20	18	0	0	0	94090	1	0	0	0	0	0	0	0	0	0
665	1	0	12	0	0	0	94117	0	0	0	0	0	0	0	0	0	0
666	1	0	12	94115	0	2	0	0	0	0	0	0	0	0	0	0	0
667	1	94114	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0
668	1	1	13	94115	0	0	0	0	0	0	0	0	0	0	0	0	0
669	17	2	14	1	2	94092	0	0	2	0	0	0	0	0	0	0	0
670	17	94096	14	0	0	0	2	1	0	0	0	0	0	0	0	0	0
671	17	94098	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0
672	1	0	13	94115	0	1	0	0	0	0	0	0	0	0	0	0	0
673	1	26	13	0	0	0	94083	7	0	0	0	0	0	0	0	0	0
674	1	0	13	1	0	94115	0	0	0	0	0	0	0	0	0	0	0
675	1	2	13	1	0	94110	1	0	1	1	0	0	0	0	0	0	0
676	1	38	12	0	0	0	94076	2	0	0	0	1	0	0	0	0	0
677	1	0	13	14	0	94099	0	0	3	0	0	0	0	0	0	0	0
678	1	13	12	0	0	0	94101	3	0	0	0	0	0	0	0	0	0
679	1	7	13	7	0	0	94100	2	0	0	0	0	0	0	0	0	0
680	1	6	12	17	1	94093	0	0	0	0	0	0	0	0	0	0	0
681	1	0	12	94100	0	17	0	0	0	0	0	0	0	0	0	0	0
682	0	94114	10	0	1	0	5	0	0	0	0	0	0	0	0	0	0
683	0	156	13	0	0	0	93935	26	0	0	0	0	0	0	0	0	0
684	2	94117	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685	3	0	33	94094	0	0	0	0	0	0	0	0	0	0	0	0	0
686	296	0	58	93775	0	1	0	0	0	0	0	0	0	0	0	0	0
687	296	0	62	93770	0	0	0	0	2	0	0	0	0	0	0	0	0
688	296	3	73	1	1	93755	0	0	1	0	0	0	0	0	0	0	0
689	296	93758	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0
690	296	4	75	0	0	0	93754	1	0	0	0	0	0	0	0	0	0
691	295	1	72	93757	0	2	3	0	0	0	0	0	0	0	0	0	0
692	295	93759	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	294	93771	59	1	0	1	2	2	0	0	0	0	0	0	0	0	0
694	293	93770	59	2	0	0	4	0	0	0	1	0	1	0	0	0	0
695	0	0	14	0	0	94116	0	0	0	0	0	0	0	0	0	0	0
696	0	0	16	93755	0	0	359	0	0	0	0	0	0	0	0	0	0
697	0	5	11	0	0	0	94114	0	0	0	0	0	0	0	0	0	0
698	0	94119	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
699	0	94119	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	0	1	11	94109	0	9	0	0	0	0	0	0	0	0	0	0	0
701	0	15	11	1	0	94103	0	0	0	0	0	0	0	0	0	0	0
702	0	0	11	1	0	94118	0	0	0	0	0	0	0	0	0	0	0
703	0	19	11	0	0	0	94097	2	0	0	0	1	0	0	0	0	0
704	0	0	12	39	0	94078	0	0	1	0	0	0	0	0	0	0	0
705	0	0	13	94116	0	1	0	0	0	0	0	0	0	0	0	0	0
706	0	9	15	1	0	0	94104	1	0	0	0	0	0	0	0	0	0
707	0	0	14	1	0	94115	0	0	0	0	0	0	0	0	0	0	0
708	0	0	14	94115	0	0	0	0	1	0	0	0	0	0	0	0	0
709	0	2	14	10	0	94104	0	0	0	0	0	0	0	0	0	0	0
710	0	2	14	2	0	0	94111	0	0	0	0	1	0	0	0	0	0
711	0	94111	14	1	0	3	1	0	0	0	0	0	0	0	0	0	0
712	0	94112	14	2	0	1	0	0	0	0	1	0	0	0	0	0	0
713	0	23	13	2	0	94091	0	0	0	1	0	0	0	0	0	0	0
714	0	1	12	5	0	94109	1	0	2	0	0	0	0	0	0	0	0
715	0	111	12	0	0	0	94005	2	0	0	0	0	0	0	0	0	0
716	0	0	10	94086	0	31	0	0	3	0	0	0	0	0	0	0	0
717	0	3	13	0	0	0	94114	0	0	0	0	0	0	0	0	0	0
718	0	94112	15	2	0	0	1	0	0	0	0	0	0	0	0	0	0
719	0	0	12	0	0	94118	0	0	0	0	0	0	0	0	0	0	0
720	0	0	12	94114	0	3	1	0	0	0	0	0	0	0	0	0	0
721	0	94106	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0
722	0	2	12	2	0	0	94114	0	0	0	0	0	0	0	0	0	0
723	0	1	13	0	0	0	94116	0	0	0	0	0	0	0	0	0	0
724	0	94116	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0
725	0	94116	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0
726	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
727	0	94111	16	0	1	0	2	0	0	0	0	0	0	0	0	0	0
728	0	0	16	0	0	94114	0	0	0	0	0	0	0	0	0	0	0
729	5	0	16	94109	0	0	0	0	0	0	0	0	0	0	0	0	0
730	5	0	16	94109	0	0	0	0	0	0	0	0	0	0	0	0	0
731	5	0	17	0	0	94107	1	0	0	0	0	0	0	0	0	0	0
732	5	0	16	94106	0	1	0	0	1	0	1	0	0	0	0	0	0
733	5	94108	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
734	5	94108	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
735	5	94106	17	1	0	0	0	1	0	0	0	0	0	0	0	0	0
736	5	94108	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
737	5	0	16	0	0	0	94109	0	0	0	0	0	0	0	0	0	0
738	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
739	0	0	17	94105	0	8	0	0	0	0	0	0	0	0	0	0	0
740	0	0	16	2	0	94111	0	0	1	0	0	0	0	0	0	0	0
741	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
742	0	0	18	94105	0	6	0	0	1	0	0	0	0	0	0	0	0
743	0	0	16	94113	0	0	0	0	1	0	0	0	0	0	0	0	0
744	0	0	16	94113	0	0	0	0	1	0	0	0	0	0	0	0	0
745	0	25	16	0	0	0	94089	0	0	0	0	0	0	0	0	0	0
746	0	94113	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
